m r
1.0000580842247375 1.0105010501050105
1.0000246729455957 1.0105010501050105
1.0000136104857469 1.0105010501050105
0.9999988851784513 1.0105010501050105
0.9999792841775662 1.0105010501050105
0.9999531929953943 1.0105010501050105
0.9999184624637132 1.0105010501050105
0.9998722316019589 1.0105010501050105
0.9998107553119259 1.0103310331033104
0.9997288360078429 1.0103310331033104
0.999619786793572 1.0103310331033104
0.9994746198076687 1.0103310331033104
0.9992814307922234 1.0101610161016101
0.9990241550304041 1.0101610161016101
0.9986816925560696 1.00999099909991
0.9982257017418957 1.0098209820982098
0.9976185017534969 1.0096509650965095
0.9968099286619695 1.0093109310931092
0.9957329363589993 1.0089708970897089
0.9942982720248819 1.0082908290829082
0.9923864477141886 1.0076107610761076
0.9898380326216693 1.0065906590659066
0.9864393918585188 1.0054005400540054
0.9819043831070589 1.0035303530353035
0.975848419312595 1.0008100810081009
0.9677535853372431 0.9972397239723971
0.9569212095441032 0.991969196919692
0.9424066531556248 0.9841484148414841
0.9229343215355497 0.972077207720772
0.8967968312236398 0.9532053205320532
0.861782596970742 0.9214121412141214
