time sep mass_bound mass_unbound mass_bound_rL1 mass_unbound_rL1 rL1 r1 r2 r3 r4 r6 r10 r15 r20 r30
0.0 1.55 2.595660308080733e-05 0.0004464285720894465 2.2509673542066393e-06 0.0004464285720894465 0.32570468177477896 0.3256809761390525 0.3257059448436573 0.325706779002333 0.3257071432752665 0.3257076665995254 0.3257087316370487 0.32571060827085285 0.32571337274497913 0.3257221556290262
60.7305930287688 1.499999233702269 0.0007355688968303666 0.0010800915904646564 0.00033578815385277184 0.0010800915904646564 0.32473638233656366 0.3243366015935865 0.3248349210170334 0.3249400285759774 0.3250189275955908 0.3251626674100008 0.3254050240855595 0.3256070975644177 0.32569258394874684 0.3257357970449798
93.30242281744414 1.3999977903356178 0.0011404098948399762 0.0028028478679834874 0.0006214650108196856 0.0028028478679834874 0.32269772621449294 0.32217878133047334 0.32293623465905436 0.323159904992413 0.3233304009774818 0.32362392796720174 0.3241063821731199 0.32467438309095653 0.32511921345367695 0.3255531790916109
109.44369455943766 1.299993096288639 0.0018122857808790377 0.004857968640056007 0.001053656158151968 0.004857968640056007 0.32018824453561784 0.31942961491289096 0.3207703540251873 0.3211923663366804 0.32148566349814783 0.3219713515045692 0.3227508464385474 0.32361528959678304 0.32438196826127924 0.3252454183597511
114.43767652343544 1.2499966621582403 0.0022045886396609006 0.005880864482319651 0.0013921926624552788 0.005880864482319651 0.3188187483125092 0.3180063523353034 0.3196269479755839 0.32016810690234476 0.3205652022225843 0.3212031104478702 0.3221424046601729 0.32312956801284753 0.32402487968203403 0.3251098672746931
114.43769552042633 1.2499966777933682 0.0022045863041944775 0.0058808728829562755 0.001392189686836926 0.0058808728829562755 0.3188187536020716 0.3180063569847132 0.31962695400318514 0.32016811323452193 0.32056520879264333 0.3212031177364837 0.32214241281152084 0.3231295768063002 0.3240248889565345 0.3251098774424846
114.43771451735354 1.2499965222816023 0.0022045874075016666 0.005880877844099684 0.0013921901499459768 0.005880877844099684 0.31881875868035575 0.31800636142280014 0.31962695981951994 0.320168119354589 0.32056521515069847 0.32120312481317104 0.32214242075096555 0.32312958538765646 0.32402489801899853 0.32510988739822394
118.63046291779673 1.199990792016701 0.002729602253530363 0.0069748674894548595 0.001802094376137183 0.0069748674894548595 0.3173063134492218 0.31637880557182807 0.31844188321351735 0.31909906303292745 0.31956384536339255 0.3203333676170562 0.3214918991452311 0.3226380904545043 0.32363389413176435 0.32496208598694964
123.31527983127441 1.099981975006485 0.0035709188230012403 0.00920240547316671 0.0028634465267822033 0.009202276672494515 0.3140084409450526 0.31330083984816237 0.3162191587139721 0.3172599216966593 0.31800202500257635 0.31909141834110644 0.3205593033594119 0.3220123596072443 0.3231008584953488 0.3247463579329632
126.74090432263229 0.9999795111727533 0.0045584114185304395 0.011731651663565127 0.0045584114185304395 0.011731651663565127 0.30977434792645736 0.30977434792645736 0.3137536705153227 0.3151257240315421 0.3160965981755408 0.3176622273497011 0.3196915540960843 0.32139229143720077 0.3226513827232132 0.32454073031191766
128.82882093710884 0.8999727444453693 0.005344740440000245 0.014044721672028257 0.005344740440000245 0.014044721672028257 0.30666874592402915 0.30666874592402915 0.3114516325943091 0.3132379493487739 0.3145367626423763 0.316430682551407 0.3189936910654182 0.32094227508918166 0.3223591942607746 0.32439792279094903
130.37429030323284 0.7999692554273825 0.006376923343609468 0.016985030750821577 0.006376923343609468 0.016985030750821577 0.3026912380263887 0.3026912380263887 0.3088882791281002 0.31140469772269297 0.3129934374957459 0.3152648119239794 0.31833323426623444 0.32057849904955854 0.3221116093002991 0.32428052054301776
131.47430971268133 0.6999621098465423 0.008002164036772806 0.019981731968314057 0.008002164036772806 0.019981731968314057 0.29807047002251 0.29807047002251 0.3062497734082021 0.3093033056107919 0.31158450735684207 0.3142725545267553 0.31779861076541405 0.32030630504706503 0.32192706177986974 0.3241981734197442
132.28790422190835 0.5999735819224026 0.010248345169998811 0.02368701276271681 0.010248345169998811 0.02368701276271681 0.29212310179894796 0.29212310179894796 0.3034544926775841 0.3073578413338197 0.30995064735452643 0.3134357893915483 0.31734305339299324 0.32008894951515854 0.32178748039299226 0.32413606255831773
