#    ncycle     time           dt             m1             m2             x              y              z              vx             vy             vz             agas1x          agas1y          agas1z          agas2x          agas2y          agas2z          xcom            ycom            zcom            vxcom            vycom            vzcom            lpz             lgz             ldoz            Eorb            mb              mu              
               45922        1.692010e+01        3.689613e-04        4.101190e-01        1.000000e-01        7.756559e-01        1.337762e+00        8.370950e-10       -7.321681e-01        4.205809e-01        6.834955e-10        9.976145e-06        1.846607e-06       -3.765488e-10       -1.248553e-01       -2.155257e-01       -1.003665e-10        7.052599e-02        1.216234e-01        1.542483e-10       -6.654775e-02        3.825126e-02        3.129244e-11        1.123337e-01        6.838939e-02        4.854691e-09       -3.225930e-02        1.639109e-03        1.460164e-05
               45949        1.693006e+01        3.689617e-04        4.101190e-01        1.000000e-01        7.683502e-01        1.341931e+00        8.439122e-10       -7.344676e-01        4.165892e-01        6.850940e-10        1.014964e-05        1.915688e-06       -3.784777e-10       -1.236873e-01       -2.162146e-01       -1.018144e-10        6.986196e-02        1.220026e-01        1.544887e-10       -6.675679e-02        3.788861e-02        3.217164e-11        1.123336e-01        6.838938e-02        4.900817e-09       -3.225936e-02        1.639788e-03        1.460163e-05
               45976        1.694003e+01        3.689621e-04        4.101190e-01        1.000000e-01        7.610217e-01        1.346061e+00        8.507453e-10       -7.367454e-01        4.125848e-01        6.866908e-10        1.032471e-05        1.986453e-06       -3.810181e-10       -1.225155e-01       -2.168973e-01       -1.032657e-10        6.919586e-02        1.223781e-01        1.547359e-10       -6.696387e-02        3.752481e-02        3.250800e-11        1.123334e-01        6.838938e-02        4.947084e-09       -3.225942e-02        1.640468e-03        1.460161e-05
               46004        1.695036e+01        3.689625e-04        4.101190e-01        1.000000e-01        7.533979e-01        1.350301e+00        8.578483e-10       -7.390847e-01        4.084189e-01        6.883430e-10        1.050794e-05        2.061655e-06       -3.822753e-10       -1.212963e-01       -2.175986e-01       -1.047791e-10        6.850292e-02        1.227638e-01        1.549776e-10       -6.717654e-02        3.714634e-02        3.025402e-11        1.123333e-01        6.838937e-02        4.995212e-09       -3.225949e-02        1.641176e-03        1.460159e-05
               46031        1.696032e+01        3.689629e-04        4.101190e-01        1.000000e-01        7.460235e-01        1.354349e+00        8.647138e-10       -7.413183e-01        4.043891e-01        6.899186e-10        1.068623e-05        2.135960e-06       -3.827214e-10       -1.201168e-01       -2.182684e-01       -1.062450e-10        6.783266e-02        1.231319e-01        1.551953e-10       -6.737960e-02        3.678023e-02        3.024296e-11        1.123332e-01        6.838937e-02        5.041761e-09       -3.225955e-02        1.641858e-03        1.460158e-05
               46058        1.697028e+01        3.689633e-04        4.101190e-01        1.000000e-01        7.386271e-01        1.358356e+00        8.715948e-10       -7.435300e-01        4.003470e-01        6.914783e-10        1.086611e-05        2.212061e-06       -3.842292e-10       -1.189335e-01       -2.189319e-01       -1.077093e-10        6.716039e-02        1.234965e-01        1.554321e-10       -6.758067e-02        3.641300e-02        3.208689e-11        1.123330e-01        6.838936e-02        5.088446e-09       -3.225961e-02        1.642542e-03        1.460156e-05
               46085        1.698024e+01        3.689638e-04        4.101190e-01        1.000000e-01        7.312087e-01        1.362324e+00        8.784913e-10       -7.457198e-01        3.962927e-01        6.930312e-10        1.104757e-05        2.289996e-06       -3.855042e-10       -1.177466e-01       -2.195891e-01       -1.091792e-10        6.648612e-02        1.238573e-01        1.556634e-10       -6.777976e-02        3.604467e-02        3.013201e-11        1.123329e-01        6.838935e-02        5.135268e-09       -3.225967e-02        1.643226e-03        1.460155e-05
               46112        1.699021e+01        3.689642e-04        4.101190e-01        1.000000e-01        7.237686e-01        1.366251e+00        8.854033e-10       -7.478877e-01        3.922263e-01        6.945634e-10        1.123061e-05        2.369807e-06       -3.852205e-10       -1.165560e-01       -2.202399e-01       -1.106564e-10        6.580987e-02        1.242145e-01        1.558706e-10       -6.797685e-02        3.567524e-02        2.847004e-11        1.123328e-01        6.838935e-02        5.182222e-09       -3.225974e-02        1.643910e-03        1.460154e-05
               46139        1.700017e+01        3.689647e-04        4.101190e-01        1.000000e-01        7.163070e-01        1.370137e+00        8.923303e-10       -7.500334e-01        3.881480e-01        6.960674e-10        1.141524e-05        2.451532e-06       -3.848263e-10       -1.153618e-01       -2.208843e-01       -1.121368e-10        6.513168e-02        1.245680e-01        1.560771e-10       -6.817194e-02        3.530472e-02        2.877107e-11        1.123326e-01        6.838934e-02        5.229310e-09       -3.225980e-02        1.644595e-03        1.460153e-05
               46166        1.701013e+01        3.689651e-04        4.101190e-01        1.000000e-01        7.088242e-01        1.373983e+00        8.992723e-10       -7.521571e-01        3.840578e-01        6.975454e-10        1.160146e-05        2.535215e-06       -3.848031e-10       -1.141639e-01       -2.215222e-01       -1.136242e-10        6.445155e-02        1.249178e-01        1.562777e-10       -6.836503e-02        3.493313e-02        2.806976e-11        1.123325e-01        6.838934e-02        5.276528e-09       -3.225986e-02        1.645279e-03        1.460152e-05
               46193        1.702009e+01        3.689656e-04        4.101190e-01        1.000000e-01        7.013202e-01        1.377787e+00        9.062288e-10       -7.542586e-01        3.799559e-01        6.989924e-10        1.178925e-05        2.620897e-06       -3.832724e-10       -1.129625e-01       -2.221538e-01       -1.151200e-10        6.376950e-02        1.252638e-01        1.564596e-10       -6.855610e-02        3.456047e-02        2.540859e-11        1.123324e-01        6.838933e-02        5.323877e-09       -3.225993e-02        1.645963e-03        1.460151e-05
               46220        1.703005e+01        3.689660e-04        4.101190e-01        1.000000e-01        6.937955e-01        1.381551e+00        9.131995e-10       -7.563378e-01        3.758424e-01        7.003949e-10        1.197863e-05        2.708620e-06       -3.809970e-10       -1.117576e-01       -2.227789e-01       -1.166251e-10        6.308556e-02        1.256062e-01        1.566194e-10       -6.874515e-02        3.418676e-02        2.454517e-11        1.123322e-01        6.838933e-02        5.371353e-09       -3.226000e-02        1.646647e-03        1.460151e-05
               46247        1.704002e+01        3.689665e-04        4.101190e-01        1.000000e-01        6.862502e-01        1.385274e+00        9.201839e-10       -7.583947e-01        3.717174e-01        7.017511e-10        1.216960e-05        2.798431e-06       -3.792437e-10       -1.105492e-01       -2.233975e-01       -1.181311e-10        6.239975e-02        1.259448e-01        1.567864e-10       -6.893217e-02        3.381201e-02        2.543247e-11        1.123321e-01        6.838932e-02        5.418957e-09       -3.226006e-02        1.647329e-03        1.460150e-05
               46275        1.705035e+01        3.689670e-04        4.101190e-01        1.000000e-01        6.784038e-01        1.389092e+00        9.274411e-10       -7.605042e-01        3.674276e-01        7.031172e-10        1.236931e-05        2.893819e-06       -3.778153e-10       -1.092924e-01       -2.240322e-01       -1.197001e-10        6.168658e-02        1.262921e-01        1.569563e-10       -6.912398e-02        3.342228e-02        2.439694e-11        1.123319e-01        6.838932e-02        5.468456e-09       -3.226013e-02        1.648036e-03        1.460149e-05
               46302        1.706031e+01        3.689675e-04        4.101190e-01        1.000000e-01        6.708172e-01        1.392731e+00        9.344522e-10       -7.625155e-01        3.632796e-01        7.043888e-10        1.256350e-05        2.988021e-06       -3.751970e-10       -1.080770e-01       -2.246376e-01       -1.212265e-10        6.099702e-02        1.266231e-01        1.570962e-10       -6.930687e-02        3.304544e-02        2.206024e-11        1.123318e-01        6.838931e-02        5.516314e-09       -3.226020e-02        1.648717e-03        1.460148e-05
               46329        1.707027e+01        3.689679e-04        4.101190e-01        1.000000e-01        6.632106e-01        1.396328e+00        9.414758e-10       -7.645042e-01        3.591204e-01        7.056076e-10        1.275926e-05        3.084451e-06       -3.724231e-10       -1.068582e-01       -2.252364e-01       -1.227571e-10        6.030564e-02        1.269503e-01        1.572299e-10       -6.948771e-02        3.266758e-02        2.240014e-11        1.123317e-01        6.838931e-02        5.564295e-09       -3.226027e-02        1.649396e-03        1.460148e-05
               46356        1.708023e+01        3.689684e-04        4.101190e-01        1.000000e-01        6.555843e-01        1.399884e+00        9.485112e-10       -7.664704e-01        3.549503e-01        7.067801e-10        1.295661e-05        3.183158e-06       -3.710931e-10       -1.056361e-01       -2.258287e-01       -1.242889e-10        5.961247e-02        1.272738e-01        1.573697e-10       -6.966650e-02        3.228873e-02        2.336008e-11        1.123315e-01        6.838930e-02        5.612397e-09       -3.226033e-02        1.650073e-03        1.460147e-05
               46383        1.709019e+01        3.689690e-04        4.101190e-01        1.000000e-01        6.479386e-01        1.403399e+00        9.555582e-10       -7.684140e-01        3.507692e-01        7.079154e-10        1.315552e-05        3.284192e-06       -3.696158e-10       -1.044106e-01       -2.264145e-01       -1.258263e-10        5.891752e-02        1.275935e-01        1.575070e-10       -6.984325e-02        3.190889e-02        2.187979e-11        1.123314e-01        6.838930e-02        5.660619e-09       -3.226040e-02        1.650748e-03        1.460146e-05
               46410        1.710016e+01        3.689695e-04        4.101190e-01        1.000000e-01        6.402736e-01        1.406871e+00        9.626162e-10       -7.703349e-01        3.465774e-01        7.090085e-10        1.335601e-05        3.387605e-06       -3.678724e-10       -1.031819e-01       -2.269936e-01       -1.273742e-10        5.822083e-02        1.279094e-01        1.576255e-10       -7.001793e-02        3.152807e-02        2.121690e-11        1.123312e-01        6.838930e-02        5.708959e-09       -3.226047e-02        1.651421e-03        1.460146e-05
               46437        1.711012e+01        3.689700e-04        4.101190e-01        1.000000e-01        6.325895e-01        1.410302e+00        9.696850e-10       -7.722330e-01        3.423750e-01        7.100617e-10        1.355806e-05        3.493452e-06       -3.668798e-10       -1.019499e-01       -2.275662e-01       -1.289223e-10        5.752241e-02        1.282216e-01        1.577526e-10       -7.019055e-02        3.114628e-02        2.202173e-11        1.123311e-01        6.838929e-02        5.757417e-09       -3.226054e-02        1.652092e-03        1.460145e-05
               46464        1.712008e+01        3.689705e-04        4.101190e-01        1.000000e-01        6.248867e-01        1.413691e+00        9.767641e-10       -7.741084e-01        3.381621e-01        7.110856e-10        1.376168e-05        3.601791e-06       -3.668627e-10       -1.007147e-01       -2.281321e-01       -1.304734e-10        5.682227e-02        1.285299e-01        1.578799e-10       -7.036109e-02        3.076354e-02        2.189936e-11        1.123309e-01        6.838929e-02        5.805990e-09       -3.226061e-02        1.652760e-03        1.460144e-05
               46491        1.713004e+01        3.689710e-04        4.101190e-01        1.000000e-01        6.171653e-01        1.417038e+00        9.838532e-10       -7.759608e-01        3.339388e-01        7.120835e-10        1.396686e-05        3.712678e-06       -3.667804e-10       -9.947626e-02       -2.286913e-01       -1.320307e-10        5.612045e-02        1.288344e-01        1.580038e-10       -7.052957e-02        3.037986e-02        2.118046e-11        1.123308e-01        6.838928e-02        5.854678e-09       -3.226068e-02        1.653425e-03        1.460144e-05
               46518        1.714001e+01        3.689715e-04        4.101190e-01        1.000000e-01        6.094255e-01        1.420343e+00        9.909522e-10       -7.777904e-01        3.297052e-01        7.130561e-10        1.417361e-05        3.826177e-06       -3.669774e-10       -9.823473e-02       -2.292439e-01       -1.335915e-10        5.541696e-02        1.291350e-01        1.581268e-10       -7.069596e-02        2.999524e-02        2.148608e-11        1.123306e-01        6.838928e-02        5.903478e-09       -3.226076e-02        1.654087e-03        1.460143e-05
               46546        1.715034e+01        3.689720e-04        4.101190e-01        1.000000e-01        6.013799e-01        1.423726e+00        9.983242e-10       -7.796634e-01        3.253041e-01        7.140466e-10        1.438966e-05        3.946708e-06       -3.686276e-10       -9.694394e-02       -2.298100e-01       -1.352116e-10        5.468567e-02        1.294428e-01        1.582660e-10       -7.086631e-02        2.959541e-02        2.265540e-11        1.123305e-01        6.838928e-02        5.954204e-09       -3.226083e-02        1.654771e-03        1.460142e-05
               46573        1.716030e+01        3.689725e-04        4.101190e-01        1.000000e-01        5.936035e-01        1.426945e+00        1.005443e-09       -7.814461e-01        3.210499e-01        7.149933e-10        1.459959e-05        4.065731e-06       -3.700972e-10       -9.569611e-02       -2.303489e-01       -1.367770e-10        5.397884e-02        1.297356e-01        1.583987e-10       -7.102845e-02        2.920892e-02        2.118577e-11        1.123303e-01        6.838927e-02        6.003230e-09       -3.226090e-02        1.655426e-03        1.460141e-05
               46600        1.717026e+01        3.689730e-04        4.101190e-01        1.000000e-01        5.858094e-01        1.430121e+00        1.012570e-09       -7.832056e-01        3.167859e-01        7.159243e-10        1.481109e-05        4.187570e-06       -3.706056e-10       -9.444525e-02       -2.308812e-01       -1.383538e-10        5.327041e-02        1.300246e-01        1.585098e-10       -7.118850e-02        2.882154e-02        1.939002e-11        1.123302e-01        6.838927e-02        6.052364e-09       -3.226098e-02        1.656077e-03        1.460140e-05
               46627        1.718022e+01        3.689735e-04        4.101190e-01        1.000000e-01        5.779979e-01        1.433255e+00        1.019707e-09       -7.849420e-01        3.125121e-01        7.168325e-10        1.502414e-05        4.312299e-06       -3.709098e-10       -9.319140e-02       -2.314067e-01       -1.399354e-10        5.256040e-02        1.303097e-01        1.586166e-10       -7.134644e-02        2.843327e-02        1.929887e-11        1.123300e-01        6.838926e-02        6.101606e-09       -3.226105e-02        1.656725e-03        1.460140e-05
               46654        1.719019e+01        3.689741e-04        4.101190e-01        1.000000e-01        5.701692e-01        1.436346e+00        1.026853e-09       -7.866552e-01        3.082287e-01        7.177214e-10        1.523876e-05        4.439997e-06       -3.717671e-10       -9.193457e-02       -2.319255e-01       -1.415199e-10        5.184882e-02        1.305910e-01        1.587208e-10       -7.150228e-02        2.804413e-02        1.888430e-11        1.123299e-01        6.838926e-02        6.150953e-09       -3.226112e-02        1.657368e-03        1.460139e-05
               46681        1.720015e+01        3.689746e-04        4.101190e-01        1.000000e-01        5.623236e-01        1.439395e+00        1.034008e-09       -7.883452e-01        3.039358e-01        7.185899e-10        1.545494e-05        4.570741e-06       -3.718386e-10       -9.067483e-02       -2.324375e-01       -1.431120e-10        5.113569e-02        1.308684e-01        1.588082e-10       -7.165601e-02        2.765412e-02        1.685520e-11        1.123297e-01        6.838926e-02        6.200405e-09       -3.226120e-02        1.658007e-03        1.460139e-05
               46708        1.721011e+01        3.689752e-04        4.101190e-01        1.000000e-01        5.544612e-01        1.442401e+00        1.041171e-09       -7.900118e-01        2.996334e-01        7.194303e-10        1.567268e-05        4.704614e-06       -3.714581e-10       -8.941219e-02       -2.329427e-01       -1.447140e-10        5.042105e-02        1.311418e-01        1.588803e-10       -7.180762e-02        2.726326e-02        1.598744e-11        1.123295e-01        6.838925e-02        6.249959e-09       -3.226127e-02        1.658641e-03        1.460139e-05
               46735        1.722007e+01        3.689758e-04        4.101190e-01        1.000000e-01        5.465823e-01        1.445363e+00        1.048343e-09       -7.916550e-01        2.953218e-01        7.202436e-10        1.589199e-05        4.841705e-06       -3.718024e-10       -8.814669e-02       -2.334411e-01       -1.463213e-10        4.970490e-02        1.314114e-01        1.589529e-10       -7.195711e-02        2.687155e-02        1.638301e-11        1.123294e-01        6.838925e-02        6.299615e-09       -3.226135e-02        1.659270e-03        1.460138e-05
               46762        1.723004e+01        3.689764e-04        4.101190e-01        1.000000e-01        5.386872e-01        1.448283e+00        1.055522e-09       -7.932749e-01        2.910011e-01        7.210379e-10        1.611286e-05        4.982103e-06       -3.727350e-10       -8.687837e-02       -2.339327e-01       -1.479302e-10        4.898728e-02        1.316771e-01        1.590223e-10       -7.210447e-02        2.647901e-02        1.607078e-11        1.123292e-01        6.838925e-02        6.349371e-09       -3.226143e-02        1.659894e-03        1.460138e-05
               46790        1.724037e+01        3.689770e-04        4.101190e-01        1.000000e-01        5.304827e-01        1.451265e+00        1.062976e-09       -7.949299e-01        2.865108e-01        7.218453e-10        1.634357e-05        5.131291e-06       -3.741161e-10       -8.556015e-02       -2.344353e-01       -1.496010e-10        4.824154e-02        1.319485e-01        1.590906e-10       -7.225505e-02        2.607107e-02        1.581243e-11        1.123291e-01        6.838924e-02        6.401074e-09       -3.226150e-02        1.660536e-03        1.460138e-05
               46817        1.725033e+01        3.689776e-04        4.101190e-01        1.000000e-01        5.225552e-01        1.454097e+00        1.070171e-09       -7.965018e-01        2.821718e-01        7.226145e-10        1.656764e-05        5.278715e-06       -3.761453e-10       -8.428620e-02       -2.349130e-01       -1.512149e-10        4.752096e-02        1.322062e-01        1.591596e-10       -7.239807e-02        2.567688e-02        1.598145e-11        1.123289e-01        6.838924e-02        6.451029e-09       -3.226158e-02        1.661149e-03        1.460138e-05
               46844        1.726029e+01        3.689782e-04        4.101190e-01        1.000000e-01        5.146121e-01        1.456886e+00        1.077374e-09       -7.980502e-01        2.778240e-01        7.233802e-10        1.679329e-05        5.429740e-06       -3.786361e-10       -8.300955e-02       -2.353838e-01       -1.528317e-10        4.679898e-02        1.324599e-01        1.592221e-10       -7.253896e-02        2.528189e-02        1.561576e-11        1.123287e-01        6.838924e-02        6.501080e-09       -3.226166e-02        1.661756e-03        1.460138e-05
               46871        1.727025e+01        3.689789e-04        4.101190e-01        1.000000e-01        5.066537e-01        1.459631e+00        1.084584e-09       -7.995750e-01        2.734677e-01        7.241457e-10        1.702050e-05        5.584465e-06       -3.813901e-10       -8.173022e-02       -2.358477e-01       -1.544466e-10        4.607560e-02        1.327098e-01        1.592850e-10       -7.267770e-02        2.488612e-02        1.552450e-11        1.123286e-01        6.838923e-02        6.551224e-09       -3.226174e-02        1.662357e-03        1.460139e-05
               46898        1.728022e+01        3.689795e-04        4.101190e-01        1.000000e-01        4.986802e-01        1.462333e+00        1.091803e-09       -8.010761e-01        2.691028e-01        7.249157e-10        1.724929e-05        5.742997e-06       -3.848368e-10       -8.044826e-02       -2.363047e-01       -1.560638e-10        4.535084e-02        1.329556e-01        1.593474e-10       -7.281429e-02        2.448957e-02        1.560896e-11        1.123284e-01        6.838923e-02        6.601462e-09       -3.226181e-02        1.662952e-03        1.460139e-05
               46925        1.729018e+01        3.689802e-04        4.101190e-01        1.000000e-01        4.906919e-01        1.464992e+00        1.099029e-09       -8.025534e-01        2.647295e-01        7.256956e-10        1.747965e-05        5.905443e-06       -3.885788e-10       -7.916370e-02       -2.367548e-01       -1.576818e-10        4.462474e-02        1.331976e-01        1.594087e-10       -7.294873e-02        2.409226e-02        1.507411e-11        1.123282e-01        6.838923e-02        6.651791e-09       -3.226189e-02        1.663541e-03        1.460140e-05
               46952        1.730014e+01        3.689809e-04        4.101190e-01        1.000000e-01        4.826889e-01        1.467606e+00        1.106262e-09       -8.040070e-01        2.603480e-01        7.264845e-10        1.771158e-05        6.071912e-06       -3.916342e-10       -7.787658e-02       -2.371980e-01       -1.593022e-10        4.389730e-02        1.334355e-01        1.594509e-10       -7.308102e-02        2.369420e-02        1.318550e-11        1.123281e-01        6.838922e-02        6.702210e-09       -3.226197e-02        1.664122e-03        1.460140e-05
               46979        1.731010e+01        3.689816e-04        4.101190e-01        1.000000e-01        4.746716e-01        1.470177e+00        1.113504e-09       -8.054368e-01        2.559584e-01        7.272754e-10        1.794507e-05        6.242511e-06       -3.946349e-10       -7.658693e-02       -2.376342e-01       -1.609267e-10        4.316856e-02        1.336695e-01        1.594847e-10       -7.321114e-02        2.329540e-02        1.307576e-11        1.123279e-01        6.838922e-02        6.752717e-09       -3.226205e-02        1.664698e-03        1.460141e-05
               47006        1.732007e+01        3.689823e-04        4.101190e-01        1.000000e-01        4.666401e-01        1.472705e+00        1.120754e-09       -8.068427e-01        2.515608e-01        7.280745e-10        1.818011e-05        6.417355e-06       -3.985561e-10       -7.529480e-02       -2.380635e-01       -1.625502e-10        4.243853e-02        1.338996e-01        1.595254e-10       -7.333910e-02        2.289587e-02        1.366297e-11        1.123277e-01        6.838922e-02        6.803311e-09       -3.226213e-02        1.665266e-03        1.460141e-05
               47033        1.733003e+01        3.689830e-04        4.101190e-01        1.000000e-01        4.585948e-01        1.475188e+00        1.128011e-09       -8.082247e-01        2.471553e-01        7.288891e-10        1.841670e-05        6.596553e-06       -4.027828e-10       -7.400021e-02       -2.384858e-01       -1.641716e-10        4.170724e-02        1.341256e-01        1.595575e-10       -7.346490e-02        2.249563e-02        1.253822e-11        1.123276e-01        6.838922e-02        6.853991e-09       -3.226221e-02        1.665826e-03        1.460142e-05
               47061        1.734036e+01        3.689838e-04        4.101190e-01        1.000000e-01        4.502370e-01        1.477717e+00        1.135546e-09       -8.096325e-01        2.425785e-01        7.297457e-10        1.866367e-05        6.787106e-06       -4.063253e-10       -7.265513e-02       -2.389164e-01       -1.658549e-10        4.094755e-02        1.343558e-01        1.595773e-10       -7.359305e-02        2.207983e-02        1.149542e-11        1.123274e-01        6.838921e-02        6.906636e-09       -3.226229e-02        1.666400e-03        1.460142e-05
               47088        1.735032e+01        3.689845e-04        4.101190e-01        1.000000e-01        4.421641e-01        1.480111e+00        1.142821e-09       -8.109657e-01        2.381574e-01        7.305842e-10        1.890336e-05        6.975520e-06       -4.109692e-10       -7.135566e-02       -2.393244e-01       -1.674812e-10        4.021374e-02        1.345737e-01        1.596028e-10       -7.371441e-02        2.167816e-02        1.281300e-11        1.123272e-01        6.838921e-02        6.957486e-09       -3.226237e-02        1.666945e-03        1.460143e-05
               47115        1.736029e+01        3.689853e-04        4.101190e-01        1.000000e-01        4.340780e-01        1.482461e+00        1.150104e-09       -8.122748e-01        2.337288e-01        7.314479e-10        1.914454e-05        7.168629e-06       -4.164354e-10       -7.005386e-02       -2.397255e-01       -1.691024e-10        3.947874e-02        1.347876e-01        1.596365e-10       -7.383359e-02        2.127582e-02        1.251640e-11        1.123270e-01        6.838921e-02        7.008416e-09       -3.226245e-02        1.667483e-03        1.460144e-05
               47142        1.737025e+01        3.689861e-04        4.101190e-01        1.000000e-01        4.259790e-01        1.484766e+00        1.157396e-09       -8.135598e-01        2.292929e-01        7.323366e-10        1.938720e-05        7.366544e-06       -4.210277e-10       -6.874976e-02       -2.401195e-01       -1.707264e-10        3.874256e-02        1.349975e-01        1.596510e-10       -7.395059e-02        2.087281e-02        1.045246e-11        1.123269e-01        6.838921e-02        7.059426e-09       -3.226254e-02        1.668012e-03        1.460145e-05
               47169        1.738021e+01        3.689869e-04        4.101190e-01        1.000000e-01        4.178672e-01        1.487028e+00        1.164696e-09       -8.148207e-01        2.248497e-01        7.332417e-10        1.963131e-05        7.569378e-06       -4.254471e-10       -6.744340e-02       -2.405065e-01       -1.723518e-10        3.800522e-02        1.352033e-01        1.596592e-10       -7.406539e-02        2.046914e-02        1.065046e-11        1.123267e-01        6.838920e-02        7.110514e-09       -3.226262e-02        1.668534e-03        1.460147e-05
               47196        1.739017e+01        3.689875e-04        4.101190e-01        1.000000e-01        4.097430e-01        1.489245e+00        1.172006e-09       -8.160574e-01        2.203995e-01        7.341718e-10        1.987685e-05        7.777244e-06       -4.313200e-10       -6.613481e-02       -2.408864e-01       -1.739714e-10        3.726675e-02        1.354052e-01        1.596830e-10       -7.417801e-02        2.006483e-02        1.189709e-11        1.123265e-01        6.838920e-02        7.161679e-09       -3.226270e-02        1.669046e-03        1.460148e-05
               47223        1.740014e+01        3.689880e-04        4.101190e-01        1.000000e-01        4.016066e-01        1.491418e+00        1.179325e-09       -8.172700e-01        2.159423e-01        7.351357e-10        2.012378e-05        7.990256e-06       -4.372023e-10       -6.482403e-02       -2.412592e-01       -1.755917e-10        3.652717e-02        1.356030e-01        1.597025e-10       -7.428842e-02        1.965989e-02        1.058170e-11        1.123263e-01        6.838920e-02        7.212920e-09       -3.226278e-02        1.669551e-03        1.460150e-05
               47250        1.741010e+01        3.689885e-04        4.101190e-01        1.000000e-01        3.934583e-01        1.493546e+00        1.186654e-09       -8.184582e-01        2.114784e-01        7.361233e-10        2.037207e-05        8.208526e-06       -4.412281e-10       -6.351111e-02       -2.416250e-01       -1.772200e-10        3.578650e-02        1.357967e-01        1.596974e-10       -7.439664e-02        1.925432e-02        7.904127e-12        1.123262e-01        6.838920e-02        7.264234e-09       -3.226286e-02        1.670046e-03        1.460152e-05
               47277        1.742006e+01        3.689890e-04        4.101190e-01        1.000000e-01        3.852982e-01        1.495630e+00        1.193993e-09       -8.196222e-01        2.070077e-01        7.371223e-10        2.062170e-05        8.432170e-06       -4.452532e-10       -6.219607e-02       -2.419836e-01       -1.788531e-10        3.504476e-02        1.359865e-01        1.596827e-10       -7.450266e-02        1.884815e-02        8.360857e-12        1.123260e-01        6.838919e-02        7.315620e-09       -3.226295e-02        1.670532e-03        1.460154e-05
               47304        1.743002e+01        3.689894e-04        4.101190e-01        1.000000e-01        3.771266e-01        1.497669e+00        1.201342e-09       -8.207618e-01        2.025305e-01        7.381389e-10        2.087262e-05        8.661303e-06       -4.498454e-10       -6.087896e-02       -2.423352e-01       -1.804830e-10        3.430197e-02        1.361722e-01        1.596712e-10       -7.460647e-02        1.844138e-02        8.133849e-12        1.123258e-01        6.838919e-02        7.367077e-09       -3.226303e-02        1.671009e-03        1.460157e-05
               47332        1.744036e+01        3.689899e-04        4.101190e-01        1.000000e-01        3.686406e-01        1.499737e+00        1.208974e-09       -8.219179e-01        1.978806e-01        7.392083e-10        2.113415e-05        8.904841e-06       -4.534478e-10       -5.951092e-02       -2.426923e-01       -1.821827e-10        3.353059e-02        1.363604e-01        1.596358e-10       -7.471179e-02        1.801893e-02        6.182779e-12        1.123256e-01        6.838919e-02        7.420514e-09       -3.226311e-02        1.671495e-03        1.460160e-05
               47359        1.745032e+01        3.689904e-04        4.101190e-01        1.000000e-01        3.604464e-01        1.501685e+00        1.216344e-09       -8.230079e-01        1.933904e-01        7.402445e-10        2.138758e-05        9.145511e-06       -4.565727e-10       -5.818971e-02       -2.430293e-01       -1.838250e-10        3.278574e-02        1.365378e-01        1.595924e-10       -7.481109e-02        1.761097e-02        5.981672e-12        1.123254e-01        6.838919e-02        7.472111e-09       -3.226320e-02        1.671953e-03        1.460163e-05
               47386        1.746028e+01        3.689908e-04        4.101190e-01        1.000000e-01        3.522414e-01        1.503588e+00        1.223724e-09       -8.240734e-01        1.888941e-01        7.412873e-10        2.164218e-05        9.392023e-06       -4.599691e-10       -5.686654e-02       -2.433592e-01       -1.854637e-10        3.203992e-02        1.367112e-01        1.595469e-10       -7.490818e-02        1.720246e-02        5.683593e-12        1.123253e-01        6.838918e-02        7.523774e-09       -3.226328e-02        1.672401e-03        1.460165e-05
               47413        1.747024e+01        3.689913e-04        4.101190e-01        1.000000e-01        3.440260e-01        1.505447e+00        1.231115e-09       -8.251145e-01        1.843918e-01        7.423317e-10        2.189789e-05        9.644492e-06       -4.619481e-10       -5.554145e-02       -2.436819e-01       -1.871066e-10        3.129314e-02        1.368805e-01        1.594800e-10       -7.500304e-02        1.679340e-02        2.989850e-12        1.123251e-01        6.838918e-02        7.575503e-09       -3.226337e-02        1.672840e-03        1.460168e-05
               47440        1.748021e+01        3.689918e-04        4.101190e-01        1.000000e-01        3.358003e-01        1.507261e+00        1.238516e-09       -8.261310e-01        1.798835e-01        7.433619e-10        2.215468e-05        9.903037e-06       -4.627595e-10       -5.421448e-02       -2.439975e-01       -1.887555e-10        3.054542e-02        1.370456e-01        1.593932e-10       -7.509568e-02        1.638381e-02        2.046355e-12        1.123249e-01        6.838918e-02        7.627295e-09       -3.226345e-02        1.673268e-03        1.460171e-05
               47467        1.749017e+01        3.689922e-04        4.101190e-01        1.000000e-01        3.275646e-01        1.509030e+00        1.245927e-09       -8.271230e-01        1.753695e-01        7.443763e-10        2.241248e-05        1.016778e-05       -4.643124e-10       -5.288567e-02       -2.443059e-01       -1.904038e-10        2.979679e-02        1.372068e-01        1.593059e-10       -7.518610e-02        1.597368e-02        2.640710e-12        1.123247e-01        6.838918e-02        7.679149e-09       -3.226353e-02        1.673687e-03        1.460174e-05
               47494        1.750013e+01        3.689927e-04        4.101190e-01        1.000000e-01        3.193191e-01        1.510753e+00        1.253348e-09       -8.280904e-01        1.708499e-01        7.453798e-10        2.267125e-05        1.043883e-05       -4.655201e-10       -5.155506e-02       -2.446071e-01       -1.920514e-10        2.904727e-02        1.373638e-01        1.592094e-10       -7.527429e-02        1.556305e-02        5.861834e-13        1.123245e-01        6.838917e-02        7.731063e-09       -3.226362e-02        1.674095e-03        1.460177e-05
