#    ncycle     time           dt             m1             m2             x              y              z              vx             vy             vz             agas1x          agas1y          agas1z          agas2x          agas2y          agas2z          xcom            ycom            zcom            vxcom            vycom            vzcom            lpz             lgz             ldoz            Eorb            mb              mu              
               28299        1.042026e+01        3.686820e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.073188e-10       -2.251304e-11        3.334854e-07        7.658480e-02       -2.829445e-12        1.123402e-01        6.839648e-02       -3.623321e-11       -3.225642e-02        1.582895e-03        1.460602e-05
               28326        1.043021e+01        3.686823e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.089132e-10       -2.255315e-11        3.334852e-07        7.658480e-02       -2.898741e-12        1.123402e-01        6.839647e-02       -3.629127e-11       -3.225642e-02        1.582369e-03        1.460600e-05
               28353        1.044017e+01        3.686826e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.105104e-10       -2.257950e-11        3.334834e-07        7.658480e-02       -2.667168e-12        1.123402e-01        6.839645e-02       -3.634934e-11       -3.225642e-02        1.581853e-03        1.460598e-05
               28380        1.045012e+01        3.686830e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.121013e-10       -2.259951e-11        3.334836e-07        7.658480e-02       -2.653519e-12        1.123402e-01        6.839644e-02       -3.640744e-11       -3.225642e-02        1.581347e-03        1.460596e-05
               28407        1.046007e+01        3.686833e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.137104e-10       -2.261648e-11        3.334821e-07        7.658480e-02       -2.526481e-12        1.123402e-01        6.839643e-02       -3.646555e-11       -3.225642e-02        1.580852e-03        1.460594e-05
               28434        1.047003e+01        3.686837e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.153041e-10       -2.261873e-11        3.334823e-07        7.658480e-02       -2.377682e-12        1.123402e-01        6.839642e-02       -3.652369e-11       -3.225642e-02        1.580367e-03        1.460592e-05
               28462        1.048035e+01        3.686840e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.169711e-10       -2.262505e-11        3.334815e-07        7.658480e-02       -2.343779e-12        1.123402e-01        6.839641e-02       -3.658400e-11       -3.225642e-02        1.579877e-03        1.460590e-05
               28489        1.049031e+01        3.686843e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.185672e-10       -2.261785e-11        3.334805e-07        7.658480e-02       -2.186506e-12        1.123402e-01        6.839640e-02       -3.664217e-11       -3.225642e-02        1.579415e-03        1.460588e-05
               28516        1.050026e+01        3.686847e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.201660e-10       -2.261076e-11        3.334807e-07        7.658480e-02       -2.328608e-12        1.123402e-01        6.839639e-02       -3.670036e-11       -3.225642e-02        1.578965e-03        1.460586e-05
               28543        1.051022e+01        3.686850e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.217665e-10       -2.260150e-11        3.334794e-07        7.658480e-02       -2.179939e-12        1.123402e-01        6.839637e-02       -3.675857e-11       -3.225642e-02        1.578527e-03        1.460584e-05
               28570        1.052017e+01        3.686853e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.233612e-10       -2.258870e-11        3.334793e-07        7.658480e-02       -2.371769e-12        1.123402e-01        6.839636e-02       -3.681679e-11       -3.225642e-02        1.578101e-03        1.460582e-05
               28597        1.053012e+01        3.686856e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.249608e-10       -2.257583e-11        3.334784e-07        7.658480e-02       -2.240042e-12        1.123402e-01        6.839635e-02       -3.687504e-11       -3.225642e-02        1.577688e-03        1.460581e-05
               28624        1.054008e+01        3.686860e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.265526e-10       -2.255994e-11        3.334770e-07        7.658480e-02       -2.422271e-12        1.123402e-01        6.839634e-02       -3.693330e-11       -3.225642e-02        1.577287e-03        1.460579e-05
               28651        1.055003e+01        3.686863e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.281421e-10       -2.254209e-11        3.334773e-07        7.658480e-02       -2.443793e-12        1.123402e-01        6.839633e-02       -3.699158e-11       -3.225642e-02        1.576898e-03        1.460577e-05
               28679        1.056036e+01        3.686866e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.297858e-10       -2.252591e-11        3.334746e-07        7.658480e-02       -2.569236e-12        1.123402e-01        6.839632e-02       -3.705204e-11       -3.225642e-02        1.576509e-03        1.460575e-05
               28706        1.057031e+01        3.686870e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.313648e-10       -2.250863e-11        3.334757e-07        7.658480e-02       -2.821087e-12        1.123402e-01        6.839631e-02       -3.711036e-11       -3.225642e-02        1.576147e-03        1.460573e-05
               28733        1.058027e+01        3.686873e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.329353e-10       -2.249478e-11        3.334737e-07        7.658480e-02       -2.801619e-12        1.123402e-01        6.839629e-02       -3.716869e-11       -3.225642e-02        1.575798e-03        1.460571e-05
               28760        1.059022e+01        3.686876e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.345084e-10       -2.248014e-11        3.334737e-07        7.658480e-02       -3.239229e-12        1.123402e-01        6.839628e-02       -3.722704e-11       -3.225642e-02        1.575462e-03        1.460568e-05
               28787        1.060018e+01        3.686880e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.360611e-10       -2.246823e-11        3.334737e-07        7.658480e-02       -3.127791e-12        1.123402e-01        6.839627e-02       -3.728541e-11       -3.225642e-02        1.575140e-03        1.460566e-05
               28814        1.061013e+01        3.686883e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.376155e-10       -2.246047e-11        3.334715e-07        7.658480e-02       -3.534917e-12        1.123402e-01        6.839626e-02       -3.734379e-11       -3.225642e-02        1.574831e-03        1.460564e-05
               28841        1.062008e+01        3.686886e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.391509e-10       -2.245010e-11        3.334730e-07        7.658480e-02       -3.703789e-12        1.123402e-01        6.839625e-02       -3.740219e-11       -3.225642e-02        1.574537e-03        1.460562e-05
               28868        1.063004e+01        3.686889e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.406799e-10       -2.245075e-11        3.334699e-07        7.658480e-02       -3.904885e-12        1.123402e-01        6.839624e-02       -3.746061e-11       -3.225642e-02        1.574255e-03        1.460560e-05
               28896        1.064036e+01        3.686893e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.422588e-10       -2.244797e-11        3.334708e-07        7.658480e-02       -4.297513e-12        1.123402e-01        6.839623e-02       -3.752121e-11       -3.225642e-02        1.573978e-03        1.460558e-05
               28923        1.065032e+01        3.686896e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.437684e-10       -2.245141e-11        3.334699e-07        7.658480e-02       -4.481358e-12        1.123402e-01        6.839621e-02       -3.757966e-11       -3.225642e-02        1.573725e-03        1.460556e-05
               28950        1.066027e+01        3.686899e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.452733e-10       -2.246163e-11        3.334686e-07        7.658480e-02       -4.858682e-12        1.123402e-01        6.839620e-02       -3.763813e-11       -3.225642e-02        1.573486e-03        1.460554e-05
               28977        1.067023e+01        3.686902e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.467679e-10       -2.246810e-11        3.334695e-07        7.658480e-02       -5.079028e-12        1.123402e-01        6.839619e-02       -3.769661e-11       -3.225642e-02        1.573261e-03        1.460552e-05
               29004        1.068018e+01        3.686906e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.482509e-10       -2.249088e-11        3.334662e-07        7.658480e-02       -5.486697e-12        1.123402e-01        6.839618e-02       -3.775511e-11       -3.225642e-02        1.573051e-03        1.460550e-05
               29031        1.069014e+01        3.686909e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.497274e-10       -2.250844e-11        3.334674e-07        7.658480e-02       -5.844205e-12        1.123402e-01        6.839617e-02       -3.781362e-11       -3.225642e-02        1.572854e-03        1.460548e-05
               29058        1.070009e+01        3.686912e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.511940e-10       -2.253724e-11        3.334652e-07        7.658480e-02       -6.291774e-12        1.123402e-01        6.839616e-02       -3.787215e-11       -3.225642e-02        1.572671e-03        1.460547e-05
               29085        1.071004e+01        3.686915e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.526478e-10       -2.257066e-11        3.334650e-07        7.658480e-02       -6.792081e-12        1.123402e-01        6.839615e-02       -3.793069e-11       -3.225642e-02        1.572502e-03        1.460545e-05
               29113        1.072037e+01        3.686919e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.541460e-10       -2.260639e-11        3.334652e-07        7.658480e-02       -7.217176e-12        1.123402e-01        6.839613e-02       -3.799142e-11       -3.225642e-02        1.572342e-03        1.460543e-05
               29140        1.073032e+01        3.686922e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.555687e-10       -2.265441e-11        3.334623e-07        7.658480e-02       -7.912351e-12        1.123402e-01        6.839612e-02       -3.805000e-11       -3.225642e-02        1.572202e-03        1.460541e-05
               29167        1.074028e+01        3.686925e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.569864e-10       -2.269900e-11        3.334641e-07        7.658480e-02       -8.257733e-12        1.123402e-01        6.839611e-02       -3.810859e-11       -3.225642e-02        1.572076e-03        1.460539e-05
               29194        1.075023e+01        3.686929e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.583872e-10       -2.275797e-11        3.334605e-07        7.658480e-02       -8.971944e-12        1.123402e-01        6.839610e-02       -3.816719e-11       -3.225642e-02        1.571964e-03        1.460537e-05
               29221        1.076019e+01        3.686932e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.597794e-10       -2.282398e-11        3.334617e-07        7.658480e-02       -9.389935e-12        1.123402e-01        6.839609e-02       -3.822581e-11       -3.225642e-02        1.571866e-03        1.460535e-05
               29248        1.077014e+01        3.686935e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.611576e-10       -2.289298e-11        3.334597e-07        7.658480e-02       -1.000919e-11        1.123402e-01        6.839608e-02       -3.828444e-11       -3.225642e-02        1.571782e-03        1.460533e-05
               29275        1.078010e+01        3.686939e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.625238e-10       -2.298051e-11        3.334583e-07        7.658480e-02       -1.054521e-11        1.123402e-01        6.839607e-02       -3.834309e-11       -3.225642e-02        1.571712e-03        1.460530e-05
               29302        1.079005e+01        3.686942e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.638798e-10       -2.306659e-11        3.334584e-07        7.658480e-02       -1.111697e-11        1.123402e-01        6.839606e-02       -3.840175e-11       -3.225642e-02        1.571656e-03        1.460528e-05
               29329        1.080001e+01        3.686945e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.652252e-10       -2.316916e-11        3.334549e-07        7.658480e-02       -1.186767e-11        1.123402e-01        6.839604e-02       -3.846043e-11       -3.225642e-02        1.571613e-03        1.460526e-05
               29357        1.081033e+01        3.686949e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.666058e-10       -2.328331e-11        3.334563e-07        7.658480e-02       -1.220771e-11        1.123402e-01        6.839603e-02       -3.852129e-11       -3.225642e-02        1.571583e-03        1.460524e-05
               29384        1.082028e+01        3.686952e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.679248e-10       -2.339392e-11        3.334524e-07        7.658480e-02       -1.311419e-11        1.123402e-01        6.839602e-02       -3.858000e-11       -3.225642e-02        1.571568e-03        1.460522e-05
               29411        1.083024e+01        3.686956e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.692256e-10       -2.352644e-11        3.334525e-07        7.658480e-02       -1.349067e-11        1.123402e-01        6.839601e-02       -3.863871e-11       -3.225642e-02        1.571566e-03        1.460520e-05
               29438        1.084019e+01        3.686959e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.705172e-10       -2.365227e-11        3.334504e-07        7.658480e-02       -1.435194e-11        1.123402e-01        6.839600e-02       -3.869744e-11       -3.225642e-02        1.571577e-03        1.460517e-05
               29465        1.085015e+01        3.686963e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.717931e-10       -2.380107e-11        3.334482e-07        7.658480e-02       -1.487485e-11        1.123402e-01        6.839599e-02       -3.875619e-11       -3.225642e-02        1.571602e-03        1.460515e-05
               29492        1.086010e+01        3.686966e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.730595e-10       -2.394883e-11        3.334485e-07        7.658480e-02       -1.550561e-11        1.123402e-01        6.839598e-02       -3.881494e-11       -3.225642e-02        1.571639e-03        1.460514e-05
               29519        1.087006e+01        3.686970e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.743185e-10       -2.410797e-11        3.334451e-07        7.658480e-02       -1.617619e-11        1.123402e-01        6.839596e-02       -3.887371e-11       -3.225642e-02        1.571690e-03        1.460512e-05
               29546        1.088001e+01        3.686973e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.755570e-10       -2.428307e-11        3.334457e-07        7.658480e-02       -1.664641e-11        1.123402e-01        6.839595e-02       -3.893250e-11       -3.225642e-02        1.571753e-03        1.460510e-05
               29574        1.089034e+01        3.686977e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.768396e-10       -2.446253e-11        3.334427e-07        7.658480e-02       -1.733556e-11        1.123402e-01        6.839594e-02       -3.899347e-11       -3.225642e-02        1.571832e-03        1.460508e-05
               29601        1.090029e+01        3.686981e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.780567e-10       -2.465790e-11        3.334433e-07        7.658480e-02       -1.775542e-11        1.123402e-01        6.839593e-02       -3.905228e-11       -3.225642e-02        1.571920e-03        1.460506e-05
               29628        1.091025e+01        3.686985e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.792729e-10       -2.484402e-11        3.334417e-07        7.658480e-02       -1.839288e-11        1.123402e-01        6.839592e-02       -3.911110e-11       -3.225642e-02        1.572021e-03        1.460504e-05
               29655        1.092020e+01        3.686988e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.804845e-10       -2.504770e-11        3.334412e-07        7.658480e-02       -1.885824e-11        1.123402e-01        6.839591e-02       -3.916993e-11       -3.225642e-02        1.572133e-03        1.460502e-05
               29682        1.093016e+01        3.686992e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.816857e-10       -2.525076e-11        3.334398e-07        7.658480e-02       -1.931625e-11        1.123402e-01        6.839590e-02       -3.922877e-11       -3.225642e-02        1.572258e-03        1.460500e-05
               29709        1.094011e+01        3.686996e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.828921e-10       -2.545608e-11        3.334378e-07        7.658480e-02       -2.009403e-11        1.123402e-01        6.839588e-02       -3.928763e-11       -3.225642e-02        1.572394e-03        1.460498e-05
               29736        1.095007e+01        3.687000e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.840819e-10       -2.566850e-11        3.334358e-07        7.658480e-02       -2.038084e-11        1.123402e-01        6.839587e-02       -3.934650e-11       -3.225642e-02        1.572541e-03        1.460496e-05
               29763        1.096002e+01        3.687004e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.852681e-10       -2.587609e-11        3.334347e-07        7.658480e-02       -2.117892e-11        1.123402e-01        6.839586e-02       -3.940538e-11       -3.225642e-02        1.572700e-03        1.460494e-05
               29791        1.097034e+01        3.687008e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.864753e-10       -2.610671e-11        3.334318e-07        7.658480e-02       -2.148134e-11        1.123402e-01        6.839585e-02       -3.946645e-11       -3.225642e-02        1.572876e-03        1.460491e-05
               29818        1.098030e+01        3.687012e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.876296e-10       -2.632438e-11        3.334306e-07        7.658480e-02       -2.199885e-11        1.123402e-01        6.839584e-02       -3.952535e-11       -3.225642e-02        1.573056e-03        1.460489e-05
               29845        1.099025e+01        3.687016e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.887714e-10       -2.655647e-11        3.334287e-07        7.658480e-02       -2.246250e-11        1.123402e-01        6.839583e-02       -3.958427e-11       -3.225642e-02        1.573248e-03        1.460486e-05
               29872        1.100021e+01        3.687020e-04        4.101190e-01        1.000000e-01        1.550000e+00        0.000000e+00        0.000000e+00        3.667183e-06        8.424293e-01        5.992662e-20       -1.387779e-16        5.551115e-16        7.494005e-15       -2.455209e-01        3.469447e-18        1.214306e-17        1.409097e-01       -2.898943e-10       -2.678780e-11        3.334261e-07        7.658480e-02       -2.273525e-11        1.123402e-01        6.839582e-02       -3.964319e-11       -3.225642e-02        1.573449e-03        1.460484e-05
