time sep mass_bound mass_unbound mass_bound_rL1 mass_unbound_rL1 rL1 r1 r2 r3 r4 r6 r10 r15 r20 r30
0.0 1.55 2.649520946756833e-05 0.0004458899657026862 2.789573740967638e-06 0.0004458899657026862 0.32570468177477896 0.3256809761390525 0.3257059448436573 0.325706779002333 0.3257071432752665 0.3257076665995254 0.3257087316370487 0.32571060827085285 0.32571337274497913 0.3257221556290262
110.50412454570947 1.4999996541884835 0.0010748110103007684 0.0005131870361736231 0.0008767549726754936 0.0005131870361736231 0.3247321462338798 0.3245340901962548 0.3248213495574978 0.32487966678123453 0.3249309359051196 0.325080385228299 0.32536924202598655 0.32554669166276357 0.32561245959916535 0.3257024906018824
197.5051851296083 1.3999991104488356 0.002991493489941561 0.0006614940165414572 0.0027841829642675222 0.0006614939253525867 0.3226078575880725 0.3224005469712091 0.32275806025351705 0.32289071792002244 0.3230184757341108 0.32338947504668036 0.3243661302947736 0.325197961660936 0.32544041142162466 0.32554988109374294
227.20961975517127 1.2999970680676882 0.004126349051013226 0.0016691870954243782 0.0038792535262304126 0.0016691870954243782 0.32047036522640987 0.3202232697016263 0.320726241586459 0.3209521926374144 0.32115067211626114 0.3215660042502682 0.32286804969791627 0.32478654687832387 0.3253387459241829 0.32551262352345733
234.8590177663041 1.2499971825306333 0.004510303672594761 0.0023725775681717074 0.004235531132516125 0.0023725775681717074 0.3193964430254812 0.3191216704854019 0.31976997089793635 0.3200735351256187 0.3203234573083582 0.32079418241058577 0.32207300696917374 0.3244974719895116 0.32529237857289905 0.32550277549051054
234.8590349178584 1.2499970465838726 0.004510305173208897 0.0023725789881678693 0.004235532467112806 0.0023725789881678693 0.3193964480805554 0.3191216753744591 0.3197699762190344 0.32007354070765115 0.32032346300617387 0.32079418823890005 0.3220730127006811 0.324497478825852 0.3252923862935765 0.3255027833135947
240.3972806078642 1.1999943423067108 0.004899400272666576 0.0031852919682594017 0.004573495504328653 0.0031852919682594017 0.3182329364075785 0.3179070316392407 0.3188017617016906 0.3192215220195467 0.3195525628364118 0.3201108922386505 0.3213421585079955 0.32400786446600693 0.32524321522620864 0.3254941146408348
247.32451654410565 1.099986364026757 0.005755066019424029 0.004965041112879304 0.005421122493814774 0.004965041112879304 0.31559141954128467 0.3152574760156752 0.3169075707553669 0.3176272314606949 0.3181518767627583 0.3189825613048215 0.3204112232725021 0.32290777843379526 0.3251513007841303 0.3254854814669636
251.45546542856135 0.9999869980324199 0.006819420457702233 0.006488128786383098 0.006819420457702233 0.006488128786383098 0.3126564933883005 0.3126564933883005 0.31518918224133635 0.3162070361686333 0.316944205928081 0.3179734715745859 0.31975462335508653 0.32202755308615527 0.3250301851395665 0.32547498099108113
254.01553381175978 0.8999828199664888 0.007915010185884292 0.007867739528087813 0.007915010185884292 0.007867739528087813 0.31017657455501846 0.31017657455501846 0.31356486856825044 0.314950791467414 0.31591902180941184 0.3172473900287301 0.3193503867829092 0.32150104100867954 0.32487525818108587 0.32547178552312184
255.71113596244143 0.7999525277420825 0.009184499341263311 0.009631520791233476 0.009184499341263311 0.009631520791233476 0.307146941409882 0.307146941409882 0.3118497622168577 0.3137386601913063 0.3149293592386713 0.3166568820202274 0.3189899579949907 0.3211735498337608 0.32471202429688717 0.32547635991852003
256.7859031802306 0.6999545514985284 0.010453822720344445 0.011680578965622562 0.010453822720344445 0.011680578965622562 0.30383695610487527 0.30383695610487527 0.3100879168063221 0.3125698674456809 0.314206913370151 0.3162472744045457 0.3186703504852804 0.32096811069227665 0.3245607083592868 0.3254851858543833
257.53054443559296 0.5999947511599326 0.011992244636760062 0.014135748098605964 0.011992244636760062 0.014135748098605964 0.2998524328471558 0.2998524328471558 0.30823494945815605 0.3113998379105043 0.31344147842168524 0.3158558914718317 0.3184188821977894 0.3208232052264689 0.32443376625220355 0.3254945559190001
