time sep mass_bound mass_unbound r1 r2 r3 r4 r6 r10 r15 r20 r30
0.0 1.51 8.158487116049256e-06 1.4579424592440736e-05 0.5947520638480696 0.5947600840528505 0.5947601684075775 0.5947601933925294 0.5947602213583872 0.5947602667945072 0.5947603367336992 0.5947604332125035 0.5947607253028204
17.82244583670592 1.4999967914692738 0.0024356866997540427 1.4590509231607124e-05 0.5923973125381462 0.5948326675372826 0.5948328866380205 0.5948329512467333 0.5948329943838667 0.5948330537589248 0.5948331238450145 0.5948332203567289 0.594833513897094
27.951968331522668 1.4999984008941896 0.002347786531504415 1.4588990835380554e-05 0.5924846321206572 0.5948319912406618 0.5948322732289777 0.594832352371736 0.5948324104560466 0.5948324689024957 0.5948325517360912 0.5948326483370057 0.5948329450810734
69.83808470706818 1.3999976543772714 0.0033801341196302665 9.701351461468314e-05 0.5913765590625049 0.5942775081657659 0.5943974032554168 0.594483900784402 0.594615947969887 0.5947849032385093 0.5948349903409095 0.5948393384597408 0.5948398461575407
78.14329167281267 1.299989550666822 0.0043239196687032576 0.0003060132830875051 0.5902211270647627 0.5936801543138502 0.5939447603247785 0.5941185437530132 0.594364644305871 0.5947267810428135 0.5948215032014817 0.5948354993271842 0.594837216154405
80.48868309906305 1.249993713317615 0.005074473098767994 0.00038181271357434044 0.5893955072864979 0.593397123822832 0.5937407399144853 0.593955941555836 0.5942564289932483 0.5947022071167332 0.5948158292606182 0.5948350459074737 0.5948379148307051
80.48869937109336 1.2499934126403751 0.0050744747536909 0.00038181812093623804 0.5893955030622028 0.5933971244710848 0.5937407412044554 0.5939559431252022 0.5942564308427376 0.5947022097624269 0.5948158320469589 0.5948350487360817 0.5948379176683374
80.48871564306953 1.2499930559531474 0.0050744728679207275 0.00038182706917386954 0.5893954987744325 0.5933971250555891 0.5937407424306989 0.5939559446307775 0.59425643262874 0.594702212344809 0.5948158347700075 0.5948350515013969 0.5948379204426781
82.14663152319389 1.1999816626160487 0.005680586745593516 0.00047527398664770626 0.5886915447009208 0.5931377632048472 0.5935697694917298 0.5938181218412193 0.5941548421075912 0.5946749046871893 0.5948058884635725 0.5948296304933743 0.5948334850014755
84.4631461327957 1.0999701900181538 0.007248082399523287 0.0007106331044688856 0.5868928438318286 0.5926659153635675 0.5932708967752528 0.5936013714282175 0.5940016449536661 0.594627570989278 0.5948012499945989 0.5948320433108314 0.5948375602670999
85.98140584740072 0.9999564331181537 0.00819452749332731 0.0010371438288173352 0.5856161776644264 0.5921387819904712 0.5929725730829102 0.5934139267291215 0.5938939458196825 0.5945743905597317 0.5947907151282102 0.5948268121444744 0.5948337630159812
87.0934256078515 0.8999363634496652 0.009805993394301956 0.0014911977193431086 0.5835582487270123 0.5915548810337286 0.5926581146947235 0.5932183918717374 0.5938048491916482 0.5945394193256632 0.5947928351554848 0.5948331090759456 0.5948412520077189
87.97216414084725 0.7999317998944702 0.011811994641549403 0.0019894667098414834 0.5810606604127438 0.5908316690942202 0.5922898986789168 0.5930176656384237 0.593726294249972 0.594509683153458 0.5947950134267613 0.594838704800218 0.594847820282085
88.82927135743007 0.6999627606758813 0.01456753293246659 0.0025236447321585133 0.5777766024261733 0.5898353386352612 0.5917355947015445 0.5927219967566902 0.593627120251816 0.5944775455838246 0.5947962030830642 0.5948432483177871 0.5948533367860348
90.97261584574215 0.599999860791598 0.023706643548157037 0.003251748174914884 0.5679467973511337 0.5867104361825802 0.5896379265792537 0.5913205767468812 0.5931211801515797 0.594394430081722 0.5948207012545936 0.5948773463914412 0.5948902758291393
